location,information,sales_price
Çukurova - Toros Mahallesi,Daire | 2+1 | 9. Kat | 110 m²,24.000 TL
Sarıçam - Akkuyu Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,6.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,18.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 6. Kat | 60 m²,15.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 10. Kat | 60 m²,16.000 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 2+1 | 15. Kat | 110 m²,220.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 10. Kat | 60 m²,14.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,14.000 TL
Kozan - Şevkiye Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 140 m²,12.000 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,10.000 TL
Sarıçam - Yeşiltepe Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,10.500 TL
Seyhan - Pınar Mahallesi,Daire | 3+1 | 10. Kat | 140 m²,25.000 TL26.500 TL
Seyhan - Pınar Mahallesi,Daire | 4+1 | 11. Kat | 200 m²,40.000 TL
Seyhan - Reşatbey Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,29.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 6. Kat | 160 m²,31.000 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 3+1 | 10. Kat | 130 m²,40.000 TL
Çukurova - Yurt Mahallesi,Daire | 3+1 | 11. Kat | 180 m²,45.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,18.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 70 m²,13.500 TL
Seyhan - Meydan Mahallesi,Daire | 3+1 | 2. Kat | 165 m²,14.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,18.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 7. Kat | 55 m²,11.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,18.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 8. Kat | 55 m²,11.999 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 8. Kat | 50 m²,12.000 TL
Çukurova - Güzelyalı Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,20.500 TL22.900 TL
Seyhan - Pınar Mahallesi,Daire | 1+1 | 4. Kat | 70 m²,23.000 TL
Çukurova - Esentepe Mahallesi,Daire | 4+1 | 3. Kat | 210 m²,50.000 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,20.500 TL21.750 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 10. Kat | 50 m²,15.000 TL
Çukurova - Kurttepe Mahallesi,Daire | 4+1 | 2. Kat | 190 m²,41.000 TL
Seyhan - İsmetpaşa Mahallesi,Daire | 3+1 | 9. Kat | 165 m²,330.000 TL
Seyhan - Pınar Mahallesi,Daire | 1+1 | 4. Kat | 70 m²,23.500 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 3+1 | 11. Kat | 170 m²,22.500 TL
Seyhan - 2000 Evler Mahallesi,Daire | 1+1 | 7. Kat | 55 m²,19.000 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 7. Kat | 150 m²,26.000 TL
Seyhan - Yenibaraj Mahallesi,Daire | 1+1 | 2. Kat | 100 m²,15.000 TL
Seyhan - Yenibaraj Mahallesi,Daire | Stüdyo | 5. Kat | 40 m²,9.250 TL
Sarıçam - Yeşiltepe Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,8.500 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 1+1 | 5. Kat | 60 m²,27.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,18.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,17.500 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 9. Kat | 50 m²,8.500 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,18.000 TL20.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 1. Kat | 170 m²,24.500 TL
Yumurtalık - Devrişiye Mahallesi,Daire | 1+1 | 6. Kat | 60 m²,20.000 TL
Yumurtalık - Akyuva Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,25.000 TL
Seyhan - Reşatbey Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,165.000 TL175.000 TL
Seyhan - Pınar Mahallesi,Daire | 2+1 | 7. Kat | 90 m²,275.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 5. Kat | 60 m²,10.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 8. Kat | 45 m²,16.000 TL
Yüreğir - Koza Mahallesi,Daire | 3+1 | 2. Kat | 150 m²,120.000 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,175.000 TL
Çukurova - Toros Mahallesi,Daire | 5+1 | 1. Kat | 250 m²,35.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,15.000 TL16.000 TL
Yüreğir - Karacaoğlan Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,12.000 TL
Seyhan - Barış Mahallesi,Daire | 3+1 | 4. Kat | 190 m²,200.000 TL225.000 TL
Çukurova - Belediye Evleri Mahallesi,Daire | 1 Oda | Düz Giriş (Zemin) | 80 m²,100.000 TL120.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 5. Kat | 45 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 7. Kat | 55 m²,18.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 8. Kat | 55 m²,9.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 11. Kat | 90 m²,11.500 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 2. Kat | 70 m²,16.000 TL
Seyhan - Mithatpaşa Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,23.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,22.000 TL
Yüreğir - Yavuzlar Mahallesi,Daire | 3+1 | 3. Kat | 170 m²,11.000 TL
Seyhan - Mithatpaşa Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,25.500 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 3+1 | 7. Kat | 140 m²,26.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,9.000 TL
Çukurova - Esentepe Mahallesi,Daire | 3+1 | 7. Kat | 140 m²,50.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,180.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 4. Kat | 115 m²,14.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,13.500 TL
Seyhan - Denizli Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,11.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 8. Kat | 50 m²,14.500 TL
Çukurova - Huzurevleri Mahallesi,Daire | 4+1 | 7. Kat | 200 m²,27.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,12.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 4+1 | 8. Kat | 200 m²,70.000 TL75.000 TL
Çukurova - Kabasakal Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,17.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 8. Kat | 90 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 12. Kat | 55 m²,12.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 7. Kat | 45 m²,7.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 8. Kat | 90 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 12. Kat | 55 m²,12.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 7. Kat | 45 m²,7.500 TL
Çukurova - Huzurevleri Mahallesi,Daire | 4+1 | 5. Kat | 240 m²,31.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 35 m²,6.500 TL7.000 TL
Çukurova - Karslılar Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 110 m²,19.750 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | Stüdyo | Yüksek giriş | 40 m²,10.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 1. Kat | 70 m²,20.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 1. Kat | 65 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 7. Kat | 45 m²,14.000 TL
Sarıçam - Orhangazi Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,12.000 TL
Sarıçam - Sofudede Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,13.500 TL
Sarıçam - Boynuyoğun Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 110 m²,9.000 TL
Çukurova - Yüzüncüyıl Mahallesi,Daire | 2+1 | Yüksek giriş | 75 m²,14.500 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 1. Kat | 35 m²,12.500 TL
Seyhan - Bahçeşehir Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,150.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 11. Kat | 75 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | 14. Kat | 135 m²,14.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 5. Kat | 60 m²,12.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,8.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 8. Kat | 50 m²,14.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,8.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 5. Kat | 45 m²,7.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 13. Kat | 100 m²,13.500 TL14.500 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 3+1 | 11. Kat | 130 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 8. Kat | 90 m²,8.000 TL
Sarıçam - Boynuyoğun Mahallesi,Daire | 3+1 | 7. Kat | 135 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,8.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,10.500 TL
Sarıçam - Sofudede Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,9.500 TL10.250 TL
Çukurova - Karslılar Mahallesi,Daire | 2+1 | Bahçe katı | 145 m²,410.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 7. Kat | 45 m²,7.500 TL
Çukurova - Toros Mahallesi,Daire | 4+1 | 2. Kat | 260 m²,350.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 8. Kat | 50 m²,10.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 4+1 | 9. Kat | 275 m²,34.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,7.500 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 8. Kat | 50 m²,8.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 11. Kat | 60 m²,12.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,13.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 7. Kat | 50 m²,11.500 TL
Sarıçam - Sofudede Mahallesi,Daire | 3+1 | 3. Kat | 150 m²,120.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,12.500 TL
Sarıçam - Sofudede Mahallesi,Daire | 2+1 | 6. Kat | 110 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 11. Kat | 55 m²,12.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,12.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 1+1 | Yüksek giriş | 70 m²,11.500 TL
Sarıçam - Ertuğrulgazi Mahallesi,Daire | 3+1 | 10. Kat | 90 m²,10.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | Düz Giriş (Zemin) | 35 m²,8.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,11.500 TL12.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,10.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 2. Kat | 70 m²,9.000 TL
Seyhan - Pınar Mahallesi,Daire | 3+1 | 6. Kat | 150 m²,22.000 TL
Seyhan - Kurtuluş Mahallesi,Daire | 2+1 | 7. Kat | 150 m²,19.500 TL
Çukurova - Güzelyalı Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,20.500 TL23.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | 10. Kat | 110 m²,12.000 TL
Yumurtalık - Akdeniz Mahallesi,Daire | 3+1 | 6. Kat | 147 m²,21.000 TL
Seyhan - Pınar Mahallesi,Daire | 3+1 | 6. Kat | 140 m²,250.000 TL
Çukurova - Kurttepe Mahallesi,Daire | 5+1 | 4. Kat | 310 m²,351.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 8. Kat | 50 m²,15.250 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,8.750 TL9.750 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,22.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,12.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 6. Kat | 50 m²,13.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 9. Kat | 60 m²,7.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 9. Kat | 95 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 8. Kat | 90 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,10.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,14.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,9.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 9. Kat | 120 m²,15.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,9.000 TL10.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 7. Kat | 60 m²,15.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 4. Kat | 75 m²,15.500 TL
Çukurova - Toros Mahallesi,Daire | 3+1 | 14. Kat | 165 m²,270.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | 6. Kat | 160 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 6. Kat | 60 m²,11.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 9. Kat | 100 m²,9.999 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,17.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,12.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 8. Kat | 50 m²,6.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,14.000 TL
Seyhan - Sümer Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,13.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 10. Kat | 110 m²,14.500 TL
Yüreğir - Atakent Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,9.500 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 4. Kat | 140 m²,360.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,9.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 8. Kat | 55 m²,8.500 TL10.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 4. Kat | 140 m²,360.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,9.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 8. Kat | 55 m²,8.500 TL10.000 TL
Seyhan - Cemalpaşa Mahallesi,Daire | 1+1 | 17. Kat | 58 m²,25.000 TL
Sarıçam - Sofudede Mahallesi,Daire | 1+1 | 10. Kat | 55 m²,7.750 TL9.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,7.500 TL
Seyhan - Cemalpaşa Mahallesi,Daire | 5+1 | 14. Kat | 220 m²,1.000.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 2+1 | 7. Kat | 110 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,7.500 TL
Seyhan - Cemalpaşa Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,470.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 8. Kat | 60 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,7.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,7.500 TL
Çukurova - Güzelyalı Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,13.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 6. Kat | 60 m²,12.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 2. Kat | 40 m²,7.000 TL
Seyhan - Yenibaraj Mahallesi,Daire | Stüdyo | 1. Kat | 35 m²,7.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 5. Kat | 45 m²,13.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,14.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 4. Kat | 88 m²,10.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 8. Kat | 90 m²,10.500 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,11.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 7. Kat | 55 m²,12.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 4+1 | 10. Kat | 190 m²,13.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 4+1 | 10. Kat | 180 m²,13.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 14. Kat | 50 m²,15.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 4+1 | 10. Kat | 180 m²,13.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 4+1 | 10. Kat | 180 m²,13.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 3. Kat | 50 m²,13.500 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,14.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,12.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 6. Kat | 55 m²,14.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 13. Kat | 45 m²,13.500 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 3. Kat | 40 m²,8.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 6. Kat | 50 m²,14.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | 4. Kat | 50 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 7. Kat | 50 m²,12.000 TL
Sarıçam - Akkuyu Mahallesi,Daire | 3+1 | 13. Kat | 120 m²,10.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,10.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 3+1 | 13. Kat | 165 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 12. Kat | 85 m²,15.000 TL
Seyhan - Ziyapaşa Mahallesi,Daire | 2+1 | 1. Kat | 125 m²,12.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 6. Kat | 49 m²,13.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 5. Kat | 50 m²,7.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 85 m²,15.000 TL
Sarıçam - Yeşiltepe Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,138.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 4+1 | 11. Kat | 140 m²,12.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 4. Kat | 40 m²,7.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 10. Kat | 100 m²,12.000 TL
Sarıçam - İstiklal Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,9.750 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,9.000 TL10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,10.000 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 3+1 | 6. Kat | 160 m²,210.000 TL225.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 3. Kat | 42 m²,9.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 2. Kat | 40 m²,8.750 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 2. Kat | 45 m²,9.500 TL
Seyhan - Gürselpaşa Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,275.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,20.000 TL
Seyhan - Gazipaşa Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,14.000 TL
Sarıçam - Buruk Cumhuriyet Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,10.000 TL
Çukurova - Beyazevler Mahallesi,Daire | Stüdyo | 2. Kat | 42 m²,8.600 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 3+1 | 2. Kat | 180 m²,22.000 TL
Sarıçam - Boynuyoğun Mahallesi,Daire | 2+1 | 15. Kat | 80 m²,9.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,15.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 1. Kat | 40 m²,9.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 2+1 | 7. Kat | 100 m²,16.000 TL
Seyhan - Sümer Mahallesi,Daire | Stüdyo | 2. Kat | 35 m²,8.750 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 75 m²,14.000 TL
Sarıçam - Osmangazi Mahallesi,Daire | 2+1 | 1. Kat | 70 m²,15.000 TL
Sarıçam - İstiklal Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,10.000 TL
Sarıçam - İstiklal Mahallesi,Daire | 3+1 | Yüksek giriş | 140 m²,13.000 TL15.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,20.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 3+1 | 5. Kat | 120 m²,12.000 TL
Çukurova - Yurt Mahallesi,Daire | 3+1 | 1. Kat | 190 m²,40.000 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 50 m²,10.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 2+1 | 9. Kat | 90 m²,15.000 TL
Seyhan - Kurtuluş Mahallesi,Daire | 3+1 | 6. Kat | 175 m²,350.000 TL
Seyhan - Tepebağ Mahallesi,Daire | 1+1 | 3. Kat | 70 m²,17.000 TL
Yüreğir - Çamlıbel Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,185.000 TL
Seyhan - Yenibaraj Mahallesi,Daire | Stüdyo | 5. Kat | 32 m²,8.250 TL
Çukurova - Beyazevler Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,21.999 TL
Seyhan - Yenibaraj Mahallesi,Daire | 3+1 | 11. Kat | 140 m²,27.000 TL
Seyhan - Yeşilyurt Mahallesi,Daire | 2+1 | 6. Kat | 100 m²,184.500 TL
Sarıçam - Mehmet Akif Ersoy Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 100 m²,120.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,25.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 2+1 | 3. Kat | 60 m²,16.499 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,22.000 TL
Seyhan - Ziyapaşa Mahallesi,Daire | 3+1 | 4. Kat | 170 m²,290.000 TL
Çukurova - Mahfesığmaz Mahallesi,Daire | 3+1 | 9. Kat | 175 m²,18.000 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 2+1 | 7. Kat | 120 m²,12.000 TL
Çukurova - Huzurevleri Mahallesi,Daire | 3+1 | 1. Kat | 180 m²,165.000 TL
Seyhan - Yenibaraj Mahallesi,Daire | 3+1 | 2. Kat | 145 m²,265.000 TL
Çukurova - Güzelyalı Mahallesi,Daire | 3+1 | 9. Kat | 170 m²,20.000 TL
Sarıçam - Gültepe Mahallesi,Daire | 1+1 | 10. Kat | 55 m²,13.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 70 m²,20.499 TL
Seyhan - Sümer Mahallesi,Daire | 1+1 | 2. Kat | 35 m²,15.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,25.000 TL
Çukurova - Beyazevler Mahallesi,Daire | 1+1 | 3. Kat | 75 m²,12.500 TL
Sarıçam - Çarkıpare Mahallesi,Daire | 2+1 | 9. Kat | 95 m²,15.000 TL
