İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Eşya Durumu,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Takas,Banyo Sayısı,Banyo Metrekare,Balkon Durumu,Salon Metrekare,WC Sayısı,Fiyat Durumu,Görüntülü Gezilebilir mi?,Ada,Parsel,fiyat,konum,URL,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Metrekare
17225076,26 Nisan 2025,01 Temmuz 2025,Konut,Kiralık,Daire,100 m²,125 m²,2+1,2,1.Kat,4,Yerden Isıtma,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,964,2,15.000TL,Gaziantep - Şehitkamil - Beykent Mahallesi,https://www.emlakjet.com/ilan/gaziantep-sehitkamil-beykent-mah-ultra-luks-21-kiralik-daire-17225076,,,,
16788821,07 Şubat 2025,23 Ağustos 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,4,8.Kat,10,Kombi Doğalgaz,Boş,,,,,Tapu Kaydı Yok,Hayır,18500 TL,,2,,Var,,,Genel Fiyat,,,,18.500TL,Gaziantep - Şehitkamil - Alpaslan Mahallesi,https://www.emlakjet.com/ilan/alpaslan-mah-onu-acik-yeni-daire-16788821,1,,,
16853847,18 Şubat 2025,22 Ağustos 2025,Konut,Kiralık,Daire,79 m²,80 m²,1+1,5-10,20.Kat,20,Kombi Doğalgaz,Boş,İkinci El,Taş Bina,Boş,500 TL,Kat Mülkiyeti,Evet,8000 TL,Yok,1,,Yok,,1,Genel Fiyat,,5488,6,8.000TL,Gaziantep - Şahinbey - Barak Mahallesi,https://www.emlakjet.com/ilan/sahibinden-kiralik-16853847,,,,
17282987,05 Mayıs 2025,03 Temmuz 2025,Konut,Kiralık,Daire,50 m²,55 m²,Stüdyo,4,2.Kat,4,Merkezi Doğalgaz,Boş,,,Eşyalı,,Kat İrtifakı,Hayır,,Yok,1,,,,,Genel Fiyat,,,,7.500TL,Gaziantep - Şahinbey - Kolejtepe Mahallesi,https://www.emlakjet.com/ilan/konumdan-bakimli-10-11-esyali-kiralik-daireler-17282987,,,,
16866350,20 Şubat 2025,29 Temmuz 2025,Konut,Kiralık,Daire,60 m²,85 m²,2+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,,,Eşyalı,,Kat İrtifakı,Hayır,,Yok,1,,,,,Genel Fiyat,,,,12.500TL,Gaziantep - Şahinbey - Yeditepe Mahallesi,https://www.emlakjet.com/ilan/yeditepe-bolgesinde-full-esyali-21-daire-16866350,,,,
16969926,07 Mart 2025,09 Temmuz 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,5-10,5.Kat,6,Merkezi Doğalgaz,Boş,,,Eşyalı,,Kat Mülkiyeti,Evet,,Yok,1,,,,,Genel Fiyat,,4077,446,11.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/nadir-emlaktan-universite-civari-21-esyali-balkonlu-daire-16969926,,,,
16968988,07 Mart 2025,23 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,1+1,16-20,Yüksek Giriş,2,Sobalı,Boş,,,,,Arsa Tapulu,Hayır,6000 TL,,1,,Var,,,Genel Fiyat,,1095,13,6.000TL,Gaziantep - Şahinbey - Akyol Mahallesi,https://www.emlakjet.com/ilan/akyol-mahalesinde-kiralik-11-daire-16968988,,,,
16646884,12 Ocak 2025,05 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,11-15,Düz Giriş (Zemin),7,Kombi Doğalgaz,Boş,,,Eşyalı,,Kat İrtifakı,Hayır,,Yok,1,,,,,Genel Fiyat,,,,12.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/binevler-de-kiralik-11-esyali-aile-binasi-16646884,,,,
16197403,01 Kasım 2024,19 Temmuz 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,,,,Tapu Kaydı Yok,Hayır,9000 TL,,1,,,,,Genel Fiyat,,,,9.000TL,Gaziantep - Şahinbey - Beştepe Mahallesi,https://www.emlakjet.com/ilan/kentas-city-gayrimenkul-den-bestepe-mah-21-kiralik-16197403,,,,
16652244,13 Ocak 2025,20 Haziran 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,5-10,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,Eşyalı,,Kat Mülkiyeti,Hayır,,Yok,1,,Yok,,,Genel Fiyat,Hayır,4532,15,7.900TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/royalestten-nezih-memur-sitesinde-cok-uygun-kacirilmayacak-daire-16652244,,,,
16179782,29 Ekim 2024,25 Haziran 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+0,11-15,3.Kat,5,Merkezi Doğalgaz,Boş,,,,500 TL,Bilinmiyor,Hayır,10000 TL,,1,,,,,Genel Fiyat,,,,10.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/hazar-emlaktan-kiralik-studyo-daire-20-esyali-daire-16179782,,,,
16363196,26 Kasım 2024,20 Haziran 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,11-15,2.Kat,2,Kombi Doğalgaz,Boş,,,Eşyalı,,Bilinmiyor,Hayır,,Yok,1,,,,,Genel Fiyat,,,,21.000TL,Gaziantep - Şahinbey - Karataş Mahallesi,https://www.emlakjet.com/ilan/karatas-merkezde-dublex-21-esyali-kiralik-daire-16363196,,,,
16193119,01 Kasım 2024,18 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,1.Kat,4,Merkezi Doğalgaz,Boş,,,,500 TL,Bilinmiyor,Hayır,12000 TL,,1,,,,,Genel Fiyat,,2173,403,12.000TL,Gaziantep - Şahinbey - Konak Mahallesi,https://www.emlakjet.com/ilan/11-kiralik-daire-12000-16193119,,,,
16552416,27 Aralık 2024,20 Haziran 2025,Konut,Kiralık,Daire,100 m²,125 m²,2+1,16-20,5.Kat,5,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,Boş,,Kat Mülkiyeti,Evet,,Yok,1,,Var,,,Genel Fiyat,Hayır,,,13.800TL,Gaziantep - Şehitkamil - Gazikent Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-gazikentte-merkezi-konumda-kiralik-daire-16552416,,,,
16569616,30 Aralık 2024,20 Haziran 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,Boş,,Kat Mülkiyeti,Evet,,Yok,1,,Var,,,Genel Fiyat,Hayır,,,14.900TL,Gaziantep - Şehitkamil - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-gazikentte-bakimli-firsat-kiralik-daire-16569616,,,,
16553514,27 Aralık 2024,20 Haziran 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,Var,,,Genel Fiyat,Hayır,,,15.800TL,Gaziantep - Şehitkamil - Göllüce Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-gollucede-firsat-kiralik-daire-16553514,,,,
16451115,11 Aralık 2024,24 Temmuz 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,5-10,5.Kat,13,Kombi Doğalgaz,Boş,,,,,Kat Mülkiyeti,Hayır,,,2,,,,,Genel Fiyat,,786,2,27.000TL,Gaziantep - Şehitkamil - Göktürk Mahallesi,https://www.emlakjet.com/ilan/gokturk-mahallesi-orman-manzarali-site-icerisinde-ultra-lux-31-kiralik-daire-16451115,,,,
16421264,05 Aralık 2024,25 Haziran 2025,Konut,Kiralık,Daire,69 m²,70 m²,1+1,16-20,7.Kat,7,Merkezi Doğalgaz,Boş,,,,0 TL,Kat Mülkiyeti,Hayır,15000 TL,,1,,Var,,,Genel Fiyat,,,,15.000TL,Gaziantep - Şahinbey - Yeditepe Mahallesi,https://www.emlakjet.com/ilan/hazar-emlaktan-kiralik-11-70-mt-ful-esyali-daire-16421264,,,,
16315700,19 Kasım 2024,14 Temmuz 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,0 (Yeni),5.Kat,5,Kombi Doğalgaz,Boş,Sıfır,Betonarme,Boş,300 TL,Bilinmiyor,Hayır,7500 TL,Yok,1,4 m²,,22 m²,2,Genel Fiyat,,,,7.500TL,Gaziantep - Şehitkamil - Karacaören Mahallesi,https://www.emlakjet.com/ilan/kiralik-kuzeysehirde-daire-16315700,1,Açık Balkon,4 m²,2 m²
16334065,21 Kasım 2024,11 Haziran 2025,Konut,Kiralık,Daire,280 m²,300 m²,4+1,16-20,1.Kat,5,Merkezi Doğalgaz,Boş,,,,,Bilinmiyor,Hayır,35000 TL,,2,,,,,Birim Fiyat,,,,35.000TL,Gaziantep - Şehitkamil - Güvenevler Mahallesi,https://www.emlakjet.com/ilan/duisburg-bulvari-kiralik-41-daire-16334065,2,,,
16179686,29 Ekim 2024,25 Haziran 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,11-15,2.Kat,5,Merkezi Doğalgaz,Boş,,,,500 TL,Bilinmiyor,Hayır,8000 TL,,1,,,,,Genel Fiyat,,,,8.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/hazar-emlaktan-kiralik-esyali-studyo-daireler-16179686,,,,
16362982,26 Kasım 2024,20 Haziran 2025,Konut,Kiralık,Daire,250 m²,296 m²,4+1,4,5.Kat,30,Merkezi (Pay Ölçer),Boş,,,Boş,,Bilinmiyor,Evet,,Yok,2,,,,,Genel Fiyat,,,,70.000TL,Gaziantep - Şehitkamil - 15 Temmuz Mahallesi,https://www.emlakjet.com/ilan/iconova-da-41-kiralik-a-daire-16362982,,,,
16363197,26 Kasım 2024,20 Haziran 2025,Konut,Kiralık,Daire,260 m²,300 m²,5+1,2,3.Kat,10,Yerden Isıtma,Boş,,,Boş,,Bilinmiyor,Hayır,,Yok,3,,,,,Genel Fiyat,,,,60.000TL,Gaziantep - Şehitkamil - Osmangazi Mahallesi,https://www.emlakjet.com/ilan/buyukada-sitesi-ultra-lux-51-aile-sitesi-16363197,,,,
16597739,03 Ocak 2025,20 Haziran 2025,Konut,Kiralık,Daire,125 m²,150 m²,3+1,11-15,3.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,Boş,,Tapu Kaydı Yok,Hayır,,Yok,1,,Var,,,Genel Fiyat,Hayır,,,12.500TL,Gaziantep - Şehitkamil - Selahattin Eyyubi Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-seyrantepede-uygun-kiralik-daire-16597739,,,,
16328898,20 Kasım 2024,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),2.Kat,4,Merkezi Doğalgaz,Boş,,,,,Bilinmiyor,Hayır,10000 TL,,1,,,,,Genel Fiyat,,,,10.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/bulut-gyo-dan-guneykent-te-11-esyali-studyo-kiralik-daireler-16328898,,,,
16431139,06 Aralık 2024,30 Haziran 2025,Konut,Kiralık,Daire,100 m²,130 m²,2+1,1,3.Kat,9,Kombi Doğalgaz,Boş,,,,,Tapu Kaydı Yok,Hayır,,,1,,,,,Genel Fiyat,,,,30.750TL,Gaziantep - Şehitkamil - Mücahitler Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-mucahitlerde-kat-secenegi-olan-daireler-16431139,,,,
16461935,12 Aralık 2024,20 Haziran 2025,Konut,Kiralık,Daire,220 m²,250 m²,3+1,21 Ve Üzeri,1.Kat,6,Kombi Doğalgaz,Boş,,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,,,Genel Fiyat,,,,25.000TL,Gaziantep - Şahinbey - Kavaklık Mahallesi,https://www.emlakjet.com/ilan/sanko-park-avm-civari-esyali-kiralik-daire-16461935,,,,
16553652,27 Aralık 2024,20 Haziran 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,11-15,3.Kat,4,Sobalı,Boş,İkinci El,Betonarme,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,Var,,,Genel Fiyat,Hayır,,,10.750TL,Gaziantep - Şehitkamil - Göllüce Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-gollucede-merkezi-noktada-kiralik-daire-16553652,,,,
16569762,30 Aralık 2024,30 Mayıs 2025,Konut,Kiralık,Daire,100 m²,125 m²,2+1,3,1.Kat,6,Kombi Doğalgaz,Boş,İkinci El,Betonarme,Boş,,Kat Mülkiyeti,Hayır,,Yok,1,,Var,,,Genel Fiyat,Hayır,,,13.250TL,Gaziantep - Şehitkamil - Beykent Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-beykent-te-genis-site-ici-daire-16569762,,,,
16432345,06 Aralık 2024,20 Haziran 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,11-15,11.Kat,14,Kombi Doğalgaz,Boş,,,,,Tapu Kaydı Yok,Evet,,,1,,,,,Genel Fiyat,,,,13.150TL,Gaziantep - Şehitkamil - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-seyrantepede-kiralik-daire-16432345,,,,
16597849,03 Ocak 2025,24 Haziran 2025,Konut,Kiralık,Daire,110 m²,150 m²,2+1,5-10,6.Kat,6,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,Boş,,Tapu Kaydı Yok,Hayır,,Yok,1,,Var,,,Genel Fiyat,Hayır,,,18.000TL,Gaziantep - Şehitkamil - Batıkent Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-batikent-mevkinin-en-guzel-konumunda-16597849,,,,
16282380,15 Kasım 2024,23 Ağustos 2025,Konut,Kiralık,Daire,155 m²,175 m²,3+1,5-10,7.Kat,9,Kombi Doğalgaz,Boş,,,,250 TL,Bilinmiyor,Hayır,17000 TL,,1,,,,,Genel Fiyat,,,,20.000TL,Gaziantep - Şahinbey - Abdülhamit Han Mahallesi,https://www.emlakjet.com/ilan/kiralik-termal-emlak-tan-16282380,2,,,
16216189,05 Kasım 2024,12 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,10.Kat,11,Kombi Doğalgaz,Boş,,,,250 TL,Bilinmiyor,Hayır,1 TL,,1,,,,,Genel Fiyat,,,,16.000TL,Gaziantep - Şehitkamil - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/sefa-gayrimenkul-den-seyrantepe-merkezi-konumda-kiralik-31-daire-16216189,,,,
16597634,03 Ocak 2025,20 Haziran 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,5-10,6.Kat,8,Merkezi Doğalgaz,Kiracı Oturuyor,İkinci El,Betonarme,Boş,,Tapu Kaydı Yok,Hayır,,Yok,1,,Var,,,Genel Fiyat,Hayır,,,14.600TL,Gaziantep - Şehitkamil - Şirinevler Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-sirinevlerde-kacirilmayacak-genis-kiralik-daire-16597634,,,,
16685329,16 Ocak 2025,06 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,3.Kat,7,Kombi Doğalgaz,Boş,,,,,Tapu Kaydı Yok,Evet,,,1,,,,,Genel Fiyat,,,,11.999TL,Gaziantep - Şehitkamil - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-seyrantepenin-kalbinde-firsat-kiralik-daire-16685329,,,,
16411153,03 Aralık 2024,30 Temmuz 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,5-10,2.Kat,4,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,Eşyalı,0 TL,Kat Mülkiyeti,Hayır,12000 TL,,1,,Yok,,,Genel Fiyat,Hayır,,,12.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/elite-ten-guneykentte-memur-binasi-esyali-21-kiralik-daire-16411153,1,,,
16560923,29 Aralık 2024,28 Temmuz 2025,Konut,Kiralık,Daire,155 m²,170 m²,3+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,,Boş,,Kat Mülkiyeti,Hayır,,Yok,2,,,,,Genel Fiyat,,,,23.000TL,Gaziantep - Şahinbey - Binevler Mahallesi,https://www.emlakjet.com/ilan/bi-konut-gayrimenkuldan-rasaf-yolunda-kiralik-31-daire-16560923,,,,
15856071,09 Eylül 2024,05 Ağustos 2025,Konut,Kiralık,Daire,145 m²,175 m²,3+1,0 (Yeni),4.Kat,6,Yerden Isıtma,Boş,,,,,Tapu Kaydı Yok,Hayır,,,2,,,,,Genel Fiyat,,,,25.000TL,Gaziantep - Şehitkamil - Karacaahmet Mahallesi,https://www.emlakjet.com/ilan/millioglu-insaat-tan-karacaahmet-te-kiralik-daireler-15856071,,,,
15935172,20 Eylül 2024,23 Ağustos 2025,Konut,Kiralık,Daire,160 m²,185 m²,3+1,11-15,6.Kat,8,Kombi Doğalgaz,Boş,,,,150 TL,Bilinmiyor,Hayır,,,1,,,,,Genel Fiyat,,1234,1,3.100.000TL,Gaziantep - Şahinbey - Karataş Mahallesi,https://www.emlakjet.com/ilan/karatas-mahallesi-nde-satilik-daire-15935172,,,,
15775115,27 Ağustos 2024,20 Haziran 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,5-10,1.Kat,2,Kombi Doğalgaz,Boş,,,,,Bilinmiyor,Hayır,,,1,,,,,Genel Fiyat,,,,12.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-bolgenin-nezih-konumunda-memur-sartli-uygun-fiyatli-31-15775115,,,,
15113171,06 Mayıs 2024,24 Temmuz 2025,Konut,Kiralık,Daire,155 m²,170 m²,3+1,5-10,1.Kat,12,Kombi Doğalgaz,Boş,,,Eşyalı,,Yabancıdan,Hayır,,Yok,1,,,,,Genel Fiyat,,,,27.000TL,Gaziantep - Şahinbey - Şahintepe Mahallesi,https://www.emlakjet.com/ilan/karatas-merkezde-kiralik-esyali-daire-15113171,,,,
16101715,16 Ekim 2024,18 Haziran 2025,Konut,Kiralık,Daire,40 m²,50 m²,2+0,5-10,5.Kat,5,Merkezi Doğalgaz,Boş,,,Eşyalı,0 TL,Bilinmiyor,Hayır,12500 TL,,1,,,,,Genel Fiyat,,,,12.500TL,Gaziantep - Şahinbey - Yeditepe Mahallesi,https://www.emlakjet.com/ilan/universite-karsisi-sifir-esyali-20-kiralik-daire-16101715,,,,
15810637,02 Eylül 2024,28 Temmuz 2025,Konut,Kiralık,Daire,95 m²,120 m²,2+1,0 (Yeni),10.Kat,11,Kombi Doğalgaz,Boş,,,,300 TL,Bilinmiyor,Hayır,12000 TL,,2,,,,,Birim Fiyat,,,,14.000TL,Gaziantep - Şehitkamil - Şirinevler Mahallesi,https://www.emlakjet.com/ilan/1-kira-bir-depozito-1-emlak-15810637,,,,
16145804,24 Ekim 2024,30 Temmuz 2025,Konut,Kiralık,Daire,150 m²,180 m²,3+1,11-15,4.Kat,9,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,150 TL,Bilinmiyor,Hayır,,Yok,1,,,,,Genel Fiyat,,,,15.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/selale-park-bahcesehir-koleji-yani-ensar-da-kiralik-31-super-daire-super-fiyat-kacirmayin-16145804,,,,
15629900,02 Ağustos 2024,17 Ağustos 2025,Konut,Kiralık,Daire,165 m²,180 m²,3+1,0 (Yeni),1.Kat,15,Kombi Doğalgaz,Boş,,,,,Bilinmiyor,Evet,,,2,,,,,Genel Fiyat,,,,26.000TL,Gaziantep - Şahinbey - Karataş Mahallesi,https://www.emlakjet.com/ilan/sahintepe-mahallesinde-31-ultra-lux-kiralik-daire-15629900,,,,
15855287,09 Eylül 2024,29 Mayıs 2025,Konut,Kiralık,Daire,40 m²,45 m²,2+1,5-10,3.Kat,3,Merkezi Doğalgaz,Boş,,,,,Bilinmiyor,Hayır,12000 TL,,1,,,,,Genel Fiyat,,,,12.000TL,Gaziantep - Şahinbey - Konak Mahallesi,https://www.emlakjet.com/ilan/gaziantep-emlak-dan-full-esyali-kiralik-21-daire-15855287,,,,
15669257,09 Ağustos 2024,26 Temmuz 2025,Konut,Kiralık,Daire,250 m²,270 m²,4+1,11-15,6.Kat,6,Kombi Doğalgaz,Boş,İkinci El,Betonarme,Boş,,Bilinmiyor,Hayır,,Yok,2,,Var,,,Genel Fiyat,Hayır,,,33.500TL,Gaziantep - Şehitkamil - Değirmiçem Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-ultra-genis-41-daire-15669257,,,,
16178260,29 Ekim 2024,25 Haziran 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,3,Sobalı,Boş,İkinci El,Betonarme,,,Bilinmiyor,Hayır,10000 TL,,1,,,,2,Genel Fiyat,,,,8.800TL,Gaziantep - Şahinbey - Beyazlar Mahallesi,https://www.emlakjet.com/ilan/beyazlar-mahlesinde-21-gobek-kat-daire-16178260,1,Açık Balkon,,
15852975,09 Eylül 2024,20 Haziran 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,5-10,3.Kat,6,Kombi Doğalgaz,Boş,,,,,Bilinmiyor,Evet,,,1,,,,,Genel Fiyat,,,,17.600TL,Gaziantep - Şahinbey - Abdülhamit Han Mahallesi,https://www.emlakjet.com/ilan/royallest-ten-abdulhamid-han-da-merkezi-konumda-31-kiralik-15852975,,,,
15096344,03 Mayıs 2024,25 Haziran 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,Yüksek Giriş,4,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,Eşyalı,,Bilinmiyor,Hayır,20000 TL,,1,,,,1,Genel Fiyat,,,,12.000TL,Gaziantep - Şahinbey - Yeditepe Mahallesi,https://www.emlakjet.com/ilan/yeditepe-mah-tramvaya-yakin-11-esyali-daire-15096344,,,,
11319198,12 Haziran 2022,03 Temmuz 2025,Konut,Kiralık,Daire,84 m²,95 m²,2+1,4,3.Kat,5,Kombi Doğalgaz,Boş,,,,,Bilinmiyor,Evet,14000 TL,,1,,Var,,,Genel Fiyat,,,,12.000TL,Gaziantep - Şahinbey - Abdülhamit Han Mahallesi,https://www.emlakjet.com/ilan/21-amerikan-mutfakli-kiralik-daire-11319198,1,,,
14341324,02 Aralık 2023,12 Haziran 2025,Konut,Kiralık,Daire,110 m²,135 m²,3+1,16-20,8.Kat,9,Kombi Doğalgaz,Mülk Sahibi Oturuyor,İkinci El,Betonarme,,250 TL,Bilinmiyor,Evet,,Var,1,3 m²,,28 m²,3,Genel Fiyat,,101,1,2.600.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/gaziantep-sahinbey-guneykent-mah-satilik-31-daire-14341324,,,,2 m²
16102544,16 Ekim 2024,29 Mayıs 2025,Konut,Kiralık,Daire,100 m²,130 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,,,,Bilinmiyor,Hayır,16000 TL,,2,,,,,Genel Fiyat,,,,15.000TL,Gaziantep - Şahinbey - 23 Nisan Mahallesi,https://www.emlakjet.com/ilan/gaziantep-emlak-tan-kiralik-bakimli-21-daire-16102544,,,,
15536439,19 Temmuz 2024,29 Temmuz 2025,Konut,Kiralık,Daire,150 m²,200 m²,3+1,11-15,2.Kat,2,Sobalı,Boş,,,,,Hisseli Tapu,Hayır,8500 TL,,1,,,,,Genel Fiyat,,,,8.500TL,Gaziantep - Şehitkamil - Kayaönü Mahallesi,https://www.emlakjet.com/ilan/kayaonu-mustakil-ev-2-kat-15536439,,,,
16027431,06 Ekim 2024,13 Haziran 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,,,,,Bilinmiyor,Hayır,10000 TL,,1,,,,,Genel Fiyat,,4022,15,10.500TL,Gaziantep - Şehitkamil - Sacır Mahallesi,https://www.emlakjet.com/ilan/arac-muayene-istasyonun-karsisi-21-sifir-daire-16027431,,,,
15915138,17 Eylül 2024,29 Mayıs 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,,,,,Bilinmiyor,Hayır,,,1,,,,,Genel Fiyat,,,,12.000TL,Gaziantep - Şahinbey - Kavaklık Mahallesi,https://www.emlakjet.com/ilan/gaziantep-emlak-tan-kavaklik-ta-kiralik-21-15915138,,,,
13208899,10 Mayıs 2023,16 Temmuz 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,3,Bahçe Katı,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,Boş,400 TL,Kat Mülkiyeti,Evet,16000 TL,,1,5 m²,Var,20 m²,2,Birim Fiyat,Hayır,1020,9,16.000TL,Gaziantep - Şahinbey - Güneykent Mahallesi,https://www.emlakjet.com/ilan/21-balkonlu-kiralik-masrafsiz-genis-hasarsiz-daire-13208899,1,Açık Balkon,10 m²,5 m²
15457759,09 Temmuz 2024,20 Haziran 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,16-20,7.Kat,9,Kombi Doğalgaz,Boş,,,,,Bilinmiyor,Hayır,,,1,,Var,,,Genel Fiyat,,,,21.500TL,Gaziantep - Şahinbey - Şahintepe Mahallesi,https://www.emlakjet.com/ilan/royalest-ten-karatasin-en-merkezi-konumunda-31-15457759,,,,
15949649,24 Eylül 2024,30 Haziran 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,Bahçe Katı,4,Merkezi Doğalgaz,Boş,,,,100 TL,Kat Mülkiyeti,Hayır,,Yok,1,,,,,Genel Fiyat,,2254,608,13.000TL,Gaziantep - Şahinbey - 23 Nisan Mahallesi,https://www.emlakjet.com/ilan/hanedan-gyo-dan-23-nisan-mah-kiralik-21-bahce-kati-daire-15949649,,,,
12365953,19 Aralık 2022,18 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+0,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,,,,Tapu Kaydı Yok,Hayır,15000 TL,,1,,,,,Genel Fiyat,,,,15.000TL,Gaziantep - Şahinbey - 23 Nisan Mahallesi,https://www.emlakjet.com/ilan/g-antep-23-mah-kiralik-20-daire-dishekimligi-fakultesi-karsi-sinda-sadece-bayan-memuralar-icin-12365953,,,,
17926188,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,235 m²,265 m²,4+1,11-15,3.Kat,4,Merkezi (Pay Ölçer),Boş,,,Boş,,Kat Mülkiyeti,Evet,,Yok,3,,,,,Genel Fiyat,,,,40.000TL,Gaziantep - Şehitkamil - Güvenevler Mahallesi,https://www.emlakjet.com/ilan/vesta-dan-orman-manzarali-cok-lux-ozel-sitede-ara-kat-kiralik-17926188,,,,
17922360,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,150 m²,185 m²,3.5+1,0 (Yeni),4.Kat,10,Yerden Isıtma,Boş,,,,,Kat Mülkiyeti,Hayır,,,2,,,,,Genel Fiyat,,784,3,30.000TL,Gaziantep - Şehitkamil - Göktürk Mahallesi,https://www.emlakjet.com/ilan/mss-gayrimenkul-den-kiralik-stadyum-karsisi-3-51-lux-daire-17922360,,,,
